Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,class
0.014937,-0.012481,-0.016509,-0.003506,0.008723,-0.008938,0.030534,0.004695,M
0.001393,-0.005463,0.004827,-0.008988,0.011574,0.002687,-0.006782,0.004134,Y
-0.004311,0.009683,0.006665,0.003246,0.014404,-0.006589,-0.005276,-0.003221,T
0.003331,0.006279,-0.002697,-0.008258,-0.002872,-0.003082,-0.004431,-0.006229,T
-0.001032,-0.005271,-0.005722,-0.001823,-0.002931,-0.003295,-0.005362,-0.008659,X
-0.004514,0.010208,0.00878,-0.005466,-0.000414,0.005513,0.006102,-0.011436,P
-0.003168,-0.003809,0.004948,-0.004448,-0.005407,0.007754,-0.006143,-0.007359,Z
-0.002999,-0.008291,-0.003887,0.002531,-0.014353,-0.005427,0.015232,0.004563,N
-0.002194,0.010776,-0.006668,0.012898,0.008763,-0.009056,0.00708,0.002242,M
-0.00206,-0.000854,0.008084,-0.001268,0.009643,-0.002472,0.003708,-0.004686,P
0.002382,0.008333,0.008628,-0.005046,-0.004337,0.000444,0.00488,-0.003185,P
0.004851,0.008186,0.000212,-0.006424,0.000959,0.00141,-0.001462,0.009751,Z
-0.006351,0.012179,0.00053,0.008353,0.007512,0.001417,-0.005363,0.006106,J
-0.007546,0.004658,0.003445,0.00223,-0.002345,-0.001284,0.00872,-0.00624,R
0.006391,-0.001229,-0.004146,0.004361,0.015399,0.006246,0.003508,0.006127,V
0.023487,-0.001572,-0.005662,-0.000727,0.006605,-0.003982,0.014038,-0.007551,Q
-0.005974,0.002713,-0.005292,0.020379,-0.007635,0.000131,-0.004053,0.004139,M
-0.007028,-0.00062,0.005297,0.007962,0.00324,-0.01583,-0.003227,-0.001932,R
-0.010415,-0.012063,-0.003847,0.007872,0.007889,0.011252,-0.001533,0.00372,A
-0.002766,-0.007089,-0.005638,0.000228,-0.016713,-0.003652,0.014683,0.004275,N
0.006254,-0.020774,-0.002495,0.003168,0.000575,-0.011373,-0.01008,-0.001139,Z
0.000371,0.014448,-0.005564,0.00181,0.003561,-0.016793,-0.009939,-0.006768,T
-0.009848,0.010604,0.001995,0.006419,0.000159,0.002141,-0.003817,-0.006577,J
0.00436,-0.007519,0.001425,0.004485,0.005525,-0.0011,0.000948,0.001527,Q
0.007044,0.001244,-0.000147,-0.002281,0.000656,-0.001754,-0.003332,0.003644,Y
-0.006735,0.012323,0.003814,0.007338,0.003384,-0.002713,-0.010351,-0.008527,F
-0.001148,-0.007315,-0.002081,0.00399,-0.005251,-0.000258,0.015997,-0.003796,N
0.000629,-0.001237,0.001107,-0.002092,-0.009428,0.000245,0.004902,-0.009311,R
0.00254,-0.002055,0.012477,0.003186,0.009157,0.005123,0.007669,0.008723,O
0.008528,-0.003092,0.004267,-0.00354,0.003933,0.005543,0.006985,0.0013,B
0.010978,-0.003052,0.00688,-0.007749,0.000516,0.01528,0.005921,-0.006629,E
0.017492,0.000574,-0.001461,-0.000651,0.007502,-0.008619,0.005336,0.008029,Q
-0.006258,-0.010521,0.00457,0.010775,0.000313,-0.008473,0.010582,-0.006132,H
-0.005162,0.00568,-0.004809,0.008296,-0.007404,0.003386,0.0011,-0.008829,N
-0.001851,-0.001762,-0.002281,0.005438,0.000583,0.003671,-0.00414,-0.00319,K
0.011626,0.005995,0.001115,-0.007401,0.003474,0.002194,0.008596,0.003139,Q
0.002867,0.024021,-0.010509,-0.004357,-0.006072,-0.011758,-0.014393,-0.004399,T
0.003152,0.017332,-0.011405,-0.001694,-0.00445,-0.019991,-0.011668,-0.003265,T
0.022713,0.005712,0.002997,-0.00453,-0.000831,0.014254,0.022439,-0.009307,Q
-0.006512,0.001968,0.00838,0.002253,0.004651,-0.003716,0.006168,-0.001428,D
-0.005266,-0.002625,0.007722,-0.000695,0.003094,-0.001336,0.007683,-0.012814,P
-0.001871,0.010184,0.006945,-0.000836,0.008117,-0.003425,0.013834,-0.000756,B
-0.000128,-0.004409,0.008553,-0.001048,0.000097,0.003171,-0.000023,0.001139,B
-0.000319,-0.00328,-0.000174,-0.007116,0.00391,-0.006311,0.003209,-0.003893,E
0.000318,-0.004912,0.001427,-0.004598,0.002777,-0.016571,0.001862,0.018149,U
0.002165,0.005765,0.013815,-0.001552,0.004967,0.002927,0.001695,-0.00664,J
0.003476,-0.011542,-0.00561,0.010796,0.003704,-0.000391,0.001048,-0.003326,R
-0.005889,0.009316,-0.000921,0.003358,0.00922,0.004225,0.000516,-0.000418,J
-0.003906,-0.001051,0.005318,0.003607,-0.000111,0.001571,-0.003791,-0.003639,U
0.008679,0.002834,-0.008228,0.010307,-0.008485,-0.003695,0.00653,-0.007277,W
-0.004958,-0.005088,-0.000607,0.005396,-0.001657,0.00545,-0.012216,-0.007546,E
-0.003541,-0.006431,0.006027,0.003117,-0.002816,-0.010537,0.000326,-0.000385,H
0.002707,0.000274,-0.0019,-0.002079,-0.002554,-0.000282,-0.000422,-0.004146,K
-0.003941,-0.005042,0.005679,0.006222,0.001953,-0.00255,0.003198,-0.00338,O
-0.00878,-0.005395,-0.000603,0.011012,0.00675,0.004576,-0.000563,-0.001282,A
-0.004032,-0.012308,-0.000335,0.010998,-0.010122,-0.00435,0.009999,-0.000188,N
0.00475,-0.003457,-0.011932,0.011876,-0.001613,-0.005675,-0.000482,-0.004521,M
0.005582,-0.009378,-0.009908,0.000722,-0.003536,0.001717,-0.000603,0.004376,O
-0.000874,0.002526,-0.008158,0.001513,0.001791,0.004714,-0.001153,0.005374,A
-0.00791,0.006386,0.002953,0.002921,0.004036,0.006646,-0.007626,-0.006415,I
0.003136,0.019359,-0.011625,-0.002775,-0.001455,-0.012578,-0.011739,-0.005027,T
-0.004153,0.012978,-0.001959,-0.004402,-0.007074,-0.006015,0.005783,-0.001435,R
0.003282,-0.008021,0.002281,-0.000387,-0.002706,0.006057,0.00053,-0.004694,C
-0.001676,0.008559,0.004037,-0.007021,0.001024,-0.007777,0.007847,0.008497,R
-0.001487,0.010337,0.006043,-0.005344,0.007165,0.001809,0.006722,-0.006458,P
0.001032,-0.00088,0.008141,-0.002608,-0.001646,-0.000938,0.00754,-0.000398,R
-0.004953,0.00997,-0.002711,-0.008579,-0.005195,0.00216,-0.003511,-0.004791,I
-0.001069,0.003323,0.002384,0.00715,0.003036,0.008887,-0.01066,0.003099,C
0.009209,-0.00273,0.012076,0.001775,0.004359,0.011462,0.00332,0.00096,C
0.001151,0.008289,-0.004311,0.00354,-0.003861,0.002189,0.006127,0.000254,K
-0.000986,-0.003567,-0.004447,-0.002418,-0.011863,0.004252,-0.003204,0.003741,X
0.002475,0.005205,0.004136,0.000171,0.003933,-0.011675,-0.004517,0.000809,T
-0.002762,0.000256,-0.012244,0.002724,-0.000996,0.004528,0.001121,0.00297,A
-0.002609,-0.000818,-0.008215,0.006381,-0.006655,-0.002601,0.003513,-0.005436,N
0.003013,0.00486,-0.010501,0.007651,0.001043,-0.004827,-0.005356,-0.000226,A
0.009627,0.00725,-0.000399,-0.000992,-0.012392,-0.010721,-0.005487,0.010768,Q
-0.003,-0.006218,0.016601,0.004485,-0.013614,0.004836,0.00211,0.022107,U
-0.004014,0.007726,0.000076,0.015963,0.004043,0.006207,0.004194,0.002781,N
0.002431,-0.017736,0.007834,-0.003177,-0.003263,0.005661,-0.006552,-0.001627,S
0.004402,0.018294,0.000423,0.009747,0.009125,-0.0009,-0.005353,0.009261,V
-0.001928,0.001782,-0.011402,0.006129,-0.001211,0.009528,-0.017585,0.006551,X
-0.001489,0.006748,0.000145,0.009043,0.004847,-0.018836,-0.00861,-0.012833,T
-0.000118,-0.008156,-0.001253,-0.006711,-0.005086,-0.008621,-0.008248,-0.002985,X
0.001768,0.004958,-0.010368,0.00438,-0.010871,0.013981,0.010288,-0.005887,W
-0.005377,-0.010554,0.008499,0.003967,-0.004309,-0.003481,-0.003245,-0.001817,G
0.000798,-0.001454,-0.002427,0.001437,-0.008975,0.001624,-0.004875,0.00534,X
-0.003226,-0.010633,-0.000252,-0.000205,-0.003856,-0.000756,-0.010006,-0.002903,I
0.00563,-0.001347,-0.00764,-0.001435,-0.006939,-0.003132,0.002051,0.004156,U
-0.005561,0.008345,-0.003329,-0.013603,-0.003533,0.001584,-0.010322,-0.00888,I
0.000655,-0.005923,-0.004458,-0.00787,-0.004731,-0.003779,-0.00449,-0.000898,X
-0.008528,-0.000595,0.003917,0.002797,0.005159,-0.004302,-0.000003,-0.007116,I
-0.000494,0.002112,-0.009323,0.001129,-0.006862,0.002332,0.006359,0.00224,N
0.018831,0.012738,0.000791,0.002551,0.01005,-0.003813,0.003815,-0.006397,P
-0.007661,0.007022,-0.000757,0.012974,0.00015,0.010519,-0.004707,-0.000947,J
-0.000784,-0.003525,-0.000969,0.000386,-0.003943,-0.004496,0.004138,-0.001978,O
-0.004687,-0.006924,0.003648,0.001078,-0.005443,-0.004906,0.00065,-0.000674,O
-0.004216,-0.000432,-0.002983,0.007024,-0.004837,0.000089,0.004706,-0.00887,N
0.002355,0.012931,-0.01171,0.010377,-0.000606,-0.002796,-0.001689,0.004887,N
-0.000986,-0.005221,0.011868,-0.004407,0.004501,0.008285,0.005788,-0.01101,P
-0.004074,-0.002815,0.003096,-0.0019,-0.007377,0.006474,-0.00833,-0.005397,Z
0.008397,0.013705,-0.001376,0.005597,-0.013362,0.006286,-0.011519,0.022487,V
-0.001079,0.002657,-0.015971,-0.001247,-0.012931,0.011317,-0.00052,0.005442,A
0.006815,0.007822,-0.001617,-0.000431,-0.000205,-0.007732,-0.003074,-0.003094,V
0.001278,-0.003163,-0.005577,-0.009838,-0.005634,0.009702,-0.000284,-0.004018,C
-0.005893,-0.010498,0.013327,0.003734,-0.001705,-0.002949,-0.001282,-0.00575,B
0.005051,0.004977,-0.004255,-0.001222,-0.010949,0.001612,-0.005472,0.011059,X
-0.000112,0.007097,-0.004901,0.012167,-0.023396,-0.003864,0.007876,0.009592,M
0.000269,0.005361,-0.007811,0.000063,-0.009635,-0.00729,0.007939,0.001406,N
0.001387,0.000146,-0.010885,-0.01365,-0.011348,0.004971,-0.002922,0.001796,C
-0.005926,0.002447,0.005,0.009163,0.008052,-0.007606,0.000631,0.019386,U
-0.009813,0.000703,0.006114,-0.010814,-0.015356,-0.001719,0.00342,-0.00104,D
0.0103,-0.015543,-0.010934,0.005625,0.008045,-0.005807,-0.002874,0.006751,A
-0.001948,0.003924,0.006817,0.003512,0.000031,0.004303,-0.003415,0.002597,G
-0.005872,0.001439,0.004582,-0.010749,-0.015487,-0.007151,0.003901,0.006868,D
0.011638,0.001718,-0.006423,0.005413,-0.00298,0.003764,0.009435,-0.007896,O
0.006889,-0.007193,-0.021327,-0.010972,0.000578,-0.000868,0.011991,-0.002385,N
-0.005467,-0.003702,0.008489,0.007278,-0.003914,-0.002978,0.001922,-0.011289,P
0.00048,-0.003919,-0.004173,0.01855,-0.000337,0.003884,0.007307,0.002534,M
0.00084,0.010341,0.001922,-0.000049,0.015202,-0.011682,0.012614,-0.004261,R
-0.003266,0.00804,-0.001899,-0.004572,-0.003171,-0.001689,0.005755,-0.005342,R
-0.003312,0.002483,0.003217,0.001337,-0.009067,-0.001211,-0.000473,-0.007176,R
-0.0029,-0.006266,0.006122,-0.001012,0.009144,-0.001962,0.004238,0.013058,U
0.003699,-0.006582,0.004796,-0.004792,-0.001213,0.013076,0.006634,-0.00156,G
0.001109,-0.003916,-0.006564,-0.007859,0.003393,-0.004957,0.004391,-0.006157,E
0.008745,0.013067,-0.001434,-0.003959,0.009052,0.00204,-0.003275,0.010162,Y
0.016244,-0.008071,-0.013619,-0.005425,0.015932,-0.029144,0.011812,0.012421,N
-0.002277,0.003525,0.008067,0.001808,-0.010156,-0.008091,0.006402,-0.006304,R
-0.004936,0.006821,0.001314,-0.003196,0.002057,-0.002618,0.000897,0.001003,R
0.00253,0.002828,-0.000813,0.000021,-0.009283,0.000771,-0.005876,0.004558,X
-0.003572,0.011553,-0.003956,0.012726,-0.002197,0.015664,-0.012952,-0.000375,J
0.003708,-0.000957,-0.000061,-0.001943,0.010882,0.006004,-0.010205,-0.000337,Y
-0.003457,0.010885,0.008436,0.003505,0.007403,0.00144,0.000636,-0.010828,P
0.003978,0.00039,-0.00007,0.006705,-0.00308,-0.009574,0.015346,0.015947,H
0.00309,-0.008747,-0.01355,-0.013925,0.000128,0.001126,-0.009935,-0.006818,E
-0.002168,-0.005058,0.000229,0.005527,0.000843,-0.003917,0.002818,-0.005162,R
-0.002638,0.009558,0.001467,0.014187,-0.001351,0.001948,0.002058,0.006058,A
0.003711,-0.01073,-0.004549,0.005861,0.005603,-0.008407,-0.000883,-0.003026,E
-0.002767,0.000049,0.007678,-0.006462,0.009253,-0.006961,0.003727,0.000716,B
-0.001097,-0.003739,-0.001078,-0.003386,-0,0.002201,0.00039,0.003187,G
-0.006211,-0.001294,0.007057,0.000541,0.005974,-0.003192,0.009913,-0.008571,P
-0.004364,0.006603,0.007602,-0.003629,-0.01374,-0.001131,0.004122,-0.004981,D
-0.004524,0.00944,-0.000622,-0.002692,-0.00671,-0.001853,0.002818,0.006782,D
0.009135,-0.005707,0.002581,0.006208,-0.001539,0.002631,-0.005013,-0.001625,Q
0.004378,-0.003489,-0.010864,-0.000615,-0.000928,0.009647,0.001377,-0.006325,C
-0.000187,0.002049,-0.015439,0.01525,0.004477,-0.00199,0.006302,-0.006732,M
-0.002916,-0.005892,-0.002545,-0.008108,-0.002645,-0.001667,0.00166,-0.008885,E
-0.001212,0.001902,-0.005566,0.002488,-0.001679,0.005347,0.003441,0.004297,A
-0.000856,-0.002703,-0.003419,0.004717,-0.005235,-0.003462,0.014919,0.00133,N
0.011096,0.007704,0.003272,-0.006815,-0.005393,0.000594,-0.006255,0.005377,J
-0.00093,0.008221,0.005915,-0.000727,0.008766,0.005878,0.007403,-0.001752,P
-0.002395,0.001681,-0.009713,0.002861,-0.010058,-0.002175,0.002567,-0.005446,N
-0.002558,0.004496,0.008037,0.004708,-0.0037,0.003085,0.00201,-0.00777,K
0.001818,-0.010287,-0.000577,-0.005358,0.001742,-0.003324,0.006995,0.001766,G
-0.002592,0.003401,0.010082,0.001314,0.006403,-0.003158,-0.005818,-0.008256,F
0.014485,0.007364,-0.012616,-0.001274,0.007741,-0.015124,0.012395,-0.009073,W
0.008748,0.012305,0.0025,0.006481,-0.013609,0.002574,-0.011584,0.022156,V
-0.028609,0.001159,-0.011087,-0.021552,0.011605,0.014886,0.011816,0.019252,L
0.003279,-0.001218,-0.009786,-0.009085,-0.008599,0.001008,-0.005634,0.004574,C
0.006138,-0.00158,-0.006386,0.001604,-0.003269,-0.000002,-0.003237,-0.004565,A
-0.006085,0.003922,0.003639,-0.000355,0.006861,-0.003367,0.00135,-0.005264,I
0.001538,-0.006086,-0.003318,0.003137,0.003698,-0.002761,0.002395,0.00602,O
0.00733,0.007526,0.00087,-0.000195,-0.008997,0.005366,-0.006458,0.014014,V
-0.003039,0.002166,0.001453,-0.009586,-0.004168,0.005069,-0.004701,0.000871,Z
-0.001938,-0.005389,0.00033,-0.005315,-0.007243,0.000669,-0.005824,-0.00468,J
-0.001382,0.000547,0.007663,-0.001027,0.009566,-0.010466,-0.005137,-0.004931,T
-0.000374,0.007902,0.001965,-0.003406,0.00745,-0.000921,-0.006457,0.004592,Z
0.013902,0.003274,0.005584,-0.00512,0.000955,0.011477,0.004201,-0.007819,E
-0.017473,-0.000704,-0.015844,-0.013365,0.008132,-0.006522,-0.002345,-0.000422,L
-0.02723,-0.008897,0.001564,-0.004799,0.014592,0.004856,0.008695,0.004845,L
-0.001053,-0.006543,-0.01106,0.005204,0.006564,-0.001596,-0.005374,0.009957,U
0.007478,0.001906,-0.010372,0.006303,-0.005526,0.000137,0.01054,-0.01034,W
0.00091,-0.008812,-0.008532,0.011596,-0.001379,0.000049,-0.01322,0.006274,O
0.004114,0.009595,-0.002699,0.013225,-0.020489,-0.010819,0.00534,0.01583,M
0.019689,0.00739,0.005652,0.001044,0.002843,0.001943,-0.005287,0.005081,Q
-0.008445,0.011158,0.003921,-0.000805,-0.000472,0.010161,-0.006239,-0.008518,I
-0.001127,-0.005642,0.009033,0.003479,-0.000941,0.007884,0.000344,-0.007131,G
0.019452,-0.011013,-0.001083,0.003632,0.015251,0.006626,-0.007382,-0.002161,Y
-0.009734,0.00557,0.004649,0.004236,-0.000331,0.002707,-0.000941,-0.010903,F
0.002673,-0.002827,0.005933,-0.007309,-0.006024,0.00904,0.002462,0.003918,T
0.000964,0.012604,0.009388,0.0075,0.002274,0.004576,-0.001424,-0.000883,V
0.004098,-0.003435,0.008044,-0.003732,-0.007847,0.009224,-0.002346,0.004119,L
0.000713,0.004118,-0.005783,0.011664,0.002264,0.015209,0.001378,-0.005655,W
-0.006857,0.004593,0.005281,-0.003214,0.004552,-0.006059,-0.006576,-0.007271,I
-0.002127,-0.006138,-0.002496,-0.003035,-0.007029,-0.00208,0.002556,0.000642,O
0.017353,-0.000082,0.000503,0.001646,-0.004102,0.002761,-0.009263,0.003788,Q
-0.002673,0.005517,-0.008717,0.005624,-0.011161,0.002157,-0.00138,-0.012158,N
-0.002626,-0.008095,-0.005025,0.002918,-0.017671,-0.004647,0.015924,0.003007,N
-0.005959,-0.002861,0.000629,-0.004533,-0.004445,-0.005653,0.006399,-0.000233,O
0.004485,-0.008471,-0.00199,-0.003049,-0.009827,-0.015498,-0.001227,0.000999,O
0.006006,-0.019578,0.001272,0.002787,0.001988,-0.005118,-0.010678,0.001938,Z
0.017689,-0.002323,-0.004519,0.001,-0.004875,-0.00442,-0.012289,-0.006547,H
-0.007777,0.003934,0.005339,0.005751,-0.001148,0.003006,-0.001755,-0.009078,F
0.001647,0.000408,0.002953,-0.005991,0.000399,-0.002746,-0.000936,-0.000935,E
0.002673,0.006395,-0.013798,0.0049,-0.014535,0.007676,0.009964,-0.000931,W
0.004434,0.003379,-0.008455,0.009806,-0.005622,0.014268,0.008781,-0.001212,W
0.006175,-0.009697,-0.000376,-0.000049,0.0057,0.009124,-0.006185,0.006422,X
0.009121,0.005904,-0.002151,-0.001811,0.00339,0.000892,-0.003634,0.007461,Y
0.007894,-0.005919,0.000265,0.007194,0.00227,-0.000731,-0.004991,-0.004477,Q
-0.004351,0.015015,-0.000325,0.007641,0.002982,0.004618,-0.01471,-0.005341,F
0.005096,-0.002006,-0.017323,0.00517,0.014324,-0.001341,-0.009942,-0.007724,F
-0.002511,0.001498,-0.002335,0.014916,-0.020648,-0.003326,0.007441,0.007266,M
0.000258,0.010781,0.002019,-0.000718,-0.004062,0.004412,-0.008049,0.00766,U
0.003061,0.019939,-0.012507,-0.004607,-0.007577,-0.014182,-0.014271,-0.005337,T
0.007034,0.026241,0.01049,-0.002196,-0.010084,0.005852,-0.007166,-0.002244,J
-0.003206,-0.000032,0.003417,-0.020371,-0.013205,-0.000736,-0.01281,0.001464,Z
0.000298,-0.00221,0.004915,-0.001659,-0.014415,-0.004425,-0.001749,0.004069,Q
-0.010927,0.002145,0.003985,0.005232,0.001731,0.007861,-0.005405,-0.013357,I
-0.004615,-0.008606,0.009414,0.006519,0.001121,-0.002921,0.00191,-0.005395,O
0.008941,-0.001416,-0.005127,0.003735,-0.001346,-0.010685,0.009353,-0.007892,W
0.002283,0.003971,-0.007017,0.010051,0.00841,0.006605,-0.012365,0.002995,K
0.000921,0.002105,-0.014202,0.005373,0.018188,0.002704,-0.005425,0.007885,K
-0.002405,-0.002012,0.01061,0.002731,0.006339,-0.000548,-0.001766,-0.004114,P
-0.006948,0.000208,0.003078,-0.003148,-0.005181,-0.002218,0.003674,-0.004931,D
-0.001094,-0.002894,-0.012721,0.004585,0.002796,0.002893,-0.006573,0.002518,U
0.002746,-0.001311,-0.001149,-0.00636,-0.012928,-0.001502,-0.001369,0.007854,Q
-0.008486,-0.002071,0.005095,0.001788,-0.001228,0.002466,0.001606,-0.007024,D
-0.023056,0.000056,-0.021712,-0.019228,0.009825,0.015537,0.009216,0.004252,L
-0.011786,-0.003147,-0.008479,-0.004323,0.007386,0.004238,-0.001131,-0.002872,L
-0.001398,-0.009011,0.006287,0.001939,-0.001996,0.006866,0.004682,-0.008766,G
-0.002309,0.004694,0.000249,-0.006479,-0.000579,-0.00964,0.009617,0.000978,K
0.005006,0.017179,-0.00705,-0.001396,0.005036,-0.022867,-0.009602,-0.000832,T
-0.003297,-0.000682,-0.003767,0.006622,-0.003201,0.007033,-0.012171,0.003324,X
-0.007803,-0.004369,-0.00984,0.002661,0.003954,0.004883,-0.002204,0.007538,A
-0.008271,-0.002703,0.004777,-0.00193,0.001263,-0.001724,0.004307,-0.002014,D
-0.001735,-0.002521,-0.00719,-0.006969,-0.007665,0.002531,0.007075,0.004564,O
0.00022,0.004472,-0.005637,0.002066,0.00088,0.008781,-0.003744,-0.001314,K
-0.01418,0.003594,-0.007904,0.022028,0.002291,0.000471,0.00373,0.008355,M
-0.011599,0.002238,0.004125,0.004529,0.002673,0.00584,-0.00476,-0.009773,I
-0.003198,-0.00341,0.006117,0.018649,0.013439,0.004201,-0.005978,0.017785,A
0.000377,-0.003772,0.008925,-0.008269,-0.008844,-0.000046,-0.000661,0.000298,B
-0.012083,-0.005388,-0.004867,0.014753,0.006492,0.003596,0.002445,-0.00201,A
0.001091,0.001253,-0.005606,0.008789,0.009054,0.009986,-0.010788,0.006145,K
-0.00154,0.018051,0.003684,-0.00244,0.00359,0.001861,0.00351,-0.004041,F
0.008828,-0.00825,0.010504,-0.000722,0.007155,0.006721,0.002496,0.006967,G
0.005653,-0.004465,0.002456,-0.002747,0.001816,0.002087,-0.006499,-0.00253,X
-0.00369,-0.004234,0.001001,0.004034,-0.002288,-0.004974,0.001683,-0.006236,H
0.00751,-0.013412,0.005703,0.003245,-0.001544,0.002657,-0.003422,-0.007819,S
-0.000162,0.00188,0.003511,-0.003719,-0.002303,0.001388,0.004991,-0.006695,P
-0.006464,-0.006255,-0.021139,-0.003981,-0.004352,0.011975,0.000464,0.005172,A
-0.0045,0.007514,0.003114,0.008012,0.001246,0.001213,-0.014897,-0.002461,F
0.005454,0.001436,-0.006858,-0.008847,0.007511,-0.006549,0.004184,-0.004123,E
-0.000057,-0.009127,-0.003623,0.003043,0.00786,0.000488,0.003884,-0.000525,R
-0.003224,0.003671,-0.004633,0.001352,-0.011175,0.013963,0.008096,-0.007363,K
0.001903,-0.004652,0.009098,-0.003726,-0.000167,-0.000995,-0.004831,-0.005621,G
0.001903,-0.007097,-0.002273,0.00882,0.00094,-0.005497,0.003259,0.003714,W
0.000239,-0.000518,-0.012057,0.001488,-0.01015,0.012265,0.007822,-0.001321,K
0.001465,-0.009173,0.000532,-0.010187,-0.001521,-0.001337,-0.008316,-0.003293,Z
-0.001158,0.004349,-0.011039,0.002618,-0.002056,0.001219,-0.002155,0.006946,K
0.001172,0.003592,0.004994,0.003751,0.00611,0.00871,-0.004581,0.004567,C
0.011515,-0.006446,0.002574,0.006347,0.006706,0.002797,-0.006475,0.007301,Q
0.005068,0.014246,-0.005213,0.002995,0.00698,-0.000377,-0.003753,-0.002991,V
-0.009044,0.000524,0.005678,0.00428,0.007803,-0.006067,-0.011327,-0.008698,T
-0.00408,-0.001381,0.005274,-0.003229,-0.004879,0.008807,-0.004681,-0.007882,Z
0.007308,0.0038,-0.011089,-0.000886,-0.000003,-0.006707,0.010539,0.002154,M
-0.001289,-0.009382,0.005115,0.005589,0.002558,-0.009071,0.00079,-0.00147,Q
-0.006362,-0.002059,0.009823,-0.000407,-0.000474,-0.005208,-0.001109,-0.002021,B
-0.00183,0.0061,0.003807,0.000419,0.01058,0.004084,-0.015159,0.002404,Y
0.000901,-0.004293,-0.006205,0.003228,-0.018261,-0.008006,0.014136,0.010581,N
-0.027238,0.000168,-0.007809,-0.016194,0.009677,0.009537,0.009976,0.01242,L
0.007637,0.010293,-0.004358,0.005369,0.012227,0.008719,0.00618,-0.010603,W
-0.003969,0.000615,-0.003034,0.007797,-0.001756,0.007036,-0.004409,-0.008664,K
0.004741,-0.000972,-0.001586,0.002658,0.009174,0.005394,0.006582,-0.009607,W
0.001104,0.000613,-0.007212,-0.003143,-0.004921,0.003995,-0.004842,-0.001817,I
0.007371,-0.012208,-0.009173,-0.003702,0.005405,-0.019059,-0.004182,-0.006421,Z
0.006419,0.002188,-0.009147,0.005541,-0.004761,0.001703,0.009787,-0.01229,W
0.008331,0.009845,-0.002898,0.000684,-0.003734,0.004025,-0.003877,0.013078,V
-0.025911,-0.006929,-0.004283,-0.010444,0.012073,-0.007143,0.001776,0.004691,L
0.000409,-0.007611,-0.004493,-0.002788,-0.006465,-0.001884,0.004445,0.004046,C
0.000856,0.005646,-0.004909,-0.004974,-0.008047,0.001919,-0.000545,0.007618,U
-0.003666,0.009287,0.002596,-0.003589,0.012788,-0.007971,-0.009331,0.000823,T
-0.006998,0.007224,0.002742,0.011676,-0.002367,-0.015459,-0.00542,-0.00562,B
-0.003153,-0.000421,0.009143,0.000632,-0.001395,-0.000147,0.002865,-0.011752,P
-0.01595,-0.014109,-0.011317,0.007867,0.005735,0.007887,-0.004615,0.006329,A
-0.002769,0.002545,-0.002745,-0.010429,-0.005542,0.007123,0.00675,-0.002849,X
0.00847,-0.010461,-0.009134,0.000902,0.018165,-0.008581,0.002282,-0.002167,R
-0.004356,0.002115,0.006005,-0.000271,0.005703,-0.00125,0.007871,-0.006567,P
0.003016,-0.010974,0.00855,-0.00624,-0.011815,0.00063,-0.006822,-0.000249,S
0.003572,0.007175,-0.004532,-0.000251,0.001556,0.009543,0.008184,0.000055,K
-0.013596,-0.01257,-0.012136,0.006462,0.006088,0.006879,0.000062,0.008999,A
0.00456,0.003755,0.007552,-0.005741,0.01066,-0.000175,0.014002,0.000707,V
-0.012205,-0.000835,-0.010611,-0.005972,0.005221,0.007725,-0.002117,-0.003287,L
0.01725,0.002852,-0.01594,-0.008638,0.003088,-0.004597,0.004153,0.001134,V
0.005527,0.00424,0.00282,-0.010423,-0.01202,0.000499,0.000835,0.01137,G
-0.002858,0.001034,0.000183,0.005865,-0.004928,0.012766,0.003562,0.000154,K
-0.00696,0.007109,0.000954,0.003575,0.000679,-0.007784,0.007394,-0.005904,R
0.000279,0.010658,0.000301,-0.002299,0.002574,0.001502,-0.006766,0.001323,F
0.002772,0.002914,0.000884,-0.004865,0.006588,-0.001878,-0.007341,-0.005601,T
-0.026453,-0.011686,-0.004729,-0.006061,0.011052,0.008049,0.008944,0.000464,L
-0.004687,-0.006924,0.003648,0.001078,-0.005443,-0.004906,0.00065,-0.000674,O
-0.002299,0.002553,0.000546,0.003429,-0.004535,0.014924,0.00899,0.002701,K
0.00101,0.002351,-0.006392,-0.011056,-0.008733,-0.00072,-0.002636,0.00798,C
0.006654,0.003793,-0.001857,0.009619,0.015454,0.004244,0.006998,-0.00517,W
-0.005747,-0.009964,0.006258,0.01172,0.000037,-0.008251,0.009048,-0.004398,H
-0.001349,0.002406,0.006889,-0.009706,-0.001484,0.01385,0.009863,-0.005295,Z
0.000099,0.004459,0.008278,-0.006782,0.007539,-0.005364,0.005393,0.001686,B
0.002219,0.006445,0.009934,-0.001413,0.008702,-0.001212,0.010187,0.000868,B
-0.000387,0.00397,-0.000488,-0.003297,-0.009111,-0.005714,0.007447,-0.006242,R
0.008118,0.001684,-0.004796,-0.008219,-0.01949,-0.001251,-0.001605,0.009899,Q
0.004359,0.003651,-0.011186,0.0063,-0.005058,-0.009531,0.004744,-0.000046,M
0.002048,-0.010242,0.002554,-0.009511,-0.003774,-0.006021,-0.005906,-0.005818,Z
-0.024101,-0.001729,-0.019124,-0.019346,0.011502,0.001679,0.004696,0.015639,L
0.000345,0.003924,-0.000891,-0.003977,0.003813,0.001917,-0.001391,0.006452,S
