K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,class
43.30127,-17.320508,34.641016,36.373067,-34.641016,-19.052559,-15.588457,10.392305,-12.124356,-43.30127,15.588457,-45.033321,15.588457,N
27.712813,8.660254,22.51666,36.373067,-34.641016,17.320508,-27.712813,6.928203,-20.78461,-34.641016,1.732051,-12.124356,15.588457,H
34.641016,13.856406,17.320508,27.712813,-45.033321,10.392305,-29.444864,13.856406,-20.78461,-55.425626,15.588457,-19.052559,-1.732051,F
15.588457,10.392305,15.588457,36.373067,-29.444864,10.392305,-17.320508,5.196152,-3.464102,-20.78461,0,-3.464102,19.052559,L
38.105118,22.51666,38.105118,34.641016,-48.497423,-3.464102,-19.052559,12.124356,-20.78461,-45.033321,15.588457,-15.588457,20.78461,L
31.176915,6.928203,27.712813,39.837169,-36.373067,3.464102,-24.248711,6.928203,-12.124356,-36.373067,1.732051,-13.856406,15.588457,G
38.105118,20.78461,36.373067,55.425626,-55.425626,27.712813,-31.176915,10.392305,-19.052559,-51.961524,-6.928203,-15.588457,15.588457,A
15.588457,-10.392305,12.124356,24.248711,-15.588457,-10.392305,-3.464102,1.732051,10.392305,-8.660254,3.464102,-12.124356,13.856406,L
32.908965,15.588457,20.78461,38.105118,-39.837169,20.78461,-29.444864,8.660254,-19.052559,-39.837169,1.732051,-8.660254,20.78461,S
25.980762,17.320508,13.856406,25.980762,-38.105118,22.51666,-27.712813,10.392305,-20.78461,-45.033321,8.660254,-8.660254,13.856406,T
19.052559,-15.588457,32.908965,31.176915,-13.856406,-8.660254,-15.588457,0,-10.392305,-25.980762,-1.732051,-24.248711,8.660254,M
22.51666,-1.732051,24.248711,32.908965,-25.980762,6.928203,-20.78461,3.464102,-10.392305,-24.248711,0,-13.856406,15.588457,O
20.78461,8.660254,22.51666,25.980762,-27.712813,6.928203,-22.51666,5.196152,-15.588457,-34.641016,5.196152,-8.660254,10.392305,F
41.569219,15.588457,24.248711,27.712813,-34.641016,5.196152,-20.78461,8.660254,-19.052559,-34.641016,8.660254,-8.660254,13.856406,A
32.908965,8.660254,20.78461,25.980762,-43.30127,12.124356,-22.51666,10.392305,-13.856406,-39.837169,10.392305,-19.052559,15.588457,P
39.837169,12.124356,25.980762,41.569219,-50.229473,6.928203,-31.176915,13.856406,-25.980762,-58.889727,10.392305,-24.248711,3.464102,U
24.248711,-0,19.052559,36.373067,-22.51666,6.928203,-13.856406,1.732051,1.732051,-15.588457,1.732051,-5.196152,17.320508,G
41.569219,13.856406,22.51666,31.176915,-45.033321,12.124356,-22.51666,10.392305,-19.052559,-39.837169,12.124356,-17.320508,15.588457,B
31.176915,15.588457,25.980762,32.908965,-39.837169,12.124356,-20.78461,6.928203,-13.856406,-39.837169,5.196152,-13.856406,22.51666,O
32.908965,1.732051,36.373067,45.033321,-43.30127,-3.464102,-19.052559,8.660254,-5.196152,-39.837169,8.660254,-24.248711,10.392305,K
27.712813,8.660254,25.980762,36.373067,-39.837169,27.712813,-27.712813,6.928203,-25.980762,-36.373067,1.732051,-20.78461,25.980762,M
39.837169,24.248711,12.124356,36.373067,-51.961524,29.444864,-31.176915,13.856406,-20.78461,-48.497423,8.660254,-8.660254,13.856406,Z
31.176915,19.052559,27.712813,36.373067,-53.693575,19.052559,-22.51666,13.856406,-13.856406,-39.837169,8.660254,-17.320508,22.51666,A
13.856406,1.732051,15.588457,24.248711,-20.78461,20.78461,-27.712813,1.732051,-17.320508,-22.51666,-1.732051,-6.928203,15.588457,F
41.569219,19.052559,24.248711,38.105118,-50.229473,13.856406,-29.444864,13.856406,-24.248711,-55.425626,8.660254,-17.320508,12.124356,S
24.248711,-5.196152,25.980762,32.908965,-19.052559,-0,-15.588457,1.732051,-3.464102,-15.588457,6.928203,-10.392305,13.856406,R
19.052559,1.732051,19.052559,24.248711,-19.052559,12.124356,-24.248711,3.464102,-15.588457,-24.248711,3.464102,-5.196152,10.392305,F
32.908965,20.78461,5.196152,32.908965,-36.373067,13.856406,-20.78461,8.660254,-6.928203,-34.641016,5.196152,0,15.588457,Z
34.641016,10.392305,24.248711,39.837169,-53.693575,6.928203,-20.78461,13.856406,-12.124356,-53.693575,19.052559,-25.980762,10.392305,U
29.444864,0,13.856406,25.980762,-29.444864,10.392305,-19.052559,5.196152,-10.392305,-27.712813,5.196152,-15.588457,15.588457,D
36.373067,-10.392305,36.373067,36.373067,-34.641016,-8.660254,-20.78461,6.928203,-20.78461,-51.961524,6.928203,-41.569219,8.660254,M
31.176915,8.660254,19.052559,32.908965,-32.908965,13.856406,-19.052559,5.196152,-6.928203,-27.712813,5.196152,-6.928203,15.588457,B
38.105118,0,22.51666,27.712813,-34.641016,8.660254,-24.248711,10.392305,-12.124356,-32.908965,13.856406,-19.052559,13.856406,P
22.51666,0,31.176915,36.373067,-25.980762,1.732051,-12.124356,3.464102,1.732051,-19.052559,6.928203,-8.660254,19.052559,Q
38.105118,27.712813,25.980762,29.444864,-55.425626,24.248711,-27.712813,13.856406,-27.712813,-48.497423,10.392305,-13.856406,24.248711,F
12.124356,3.464102,17.320508,31.176915,-22.51666,22.51666,-24.248711,3.464102,-12.124356,-17.320508,-6.928203,-5.196152,22.51666,J
36.373067,6.928203,24.248711,32.908965,-45.033321,10.392305,-20.78461,10.392305,-13.856406,-43.30127,10.392305,-24.248711,17.320508,O
43.30127,3.464102,25.980762,41.569219,-41.569219,1.732051,-17.320508,12.124356,-6.928203,-43.30127,17.320508,-22.51666,15.588457,Q
46.765372,20.78461,36.373067,34.641016,-53.693575,12.124356,-27.712813,13.856406,-34.641016,-51.961524,12.124356,-24.248711,22.51666,R
36.373067,15.588457,8.660254,29.444864,-34.641016,13.856406,-15.588457,6.928203,-3.464102,-29.444864,12.124356,-1.732051,15.588457,S
43.30127,24.248711,12.124356,41.569219,-55.425626,34.641016,-34.641016,13.856406,-24.248711,-48.497423,3.464102,-12.124356,20.78461,Z
36.373067,3.464102,34.641016,41.569219,-38.105118,0,-15.588457,8.660254,-3.464102,-34.641016,13.856406,-17.320508,17.320508,Q
19.052559,-1.732051,24.248711,43.30127,-17.320508,-1.732051,-15.588457,0,1.732051,-13.856406,0,-1.732051,15.588457,C
41.569219,17.320508,41.569219,43.30127,-65.817931,24.248711,-31.176915,13.856406,-38.105118,-51.961524,10.392305,-32.908965,20.78461,M
25.980762,10.392305,31.176915,41.569219,-41.569219,22.51666,-36.373067,6.928203,-32.908965,-50.229473,-3.464102,-22.51666,19.052559,N
36.373067,15.588457,24.248711,29.444864,-45.033321,24.248711,-22.51666,15.588457,-15.588457,-50.229473,20.78461,-15.588457,10.392305,Y
22.51666,0,17.320508,27.712813,-22.51666,6.928203,-13.856406,3.464102,-3.464102,-17.320508,5.196152,-8.660254,13.856406,R
38.105118,10.392305,20.78461,39.837169,-43.30127,29.444864,-25.980762,12.124356,-13.856406,-32.908965,5.196152,-13.856406,24.248711,Z
20.78461,5.196152,32.908965,36.373067,-32.908965,3.464102,-22.51666,6.928203,-12.124356,-50.229473,10.392305,-15.588457,6.928203,Y
36.373067,13.856406,20.78461,46.765372,-45.033321,8.660254,-29.444864,12.124356,-19.052559,-53.693575,8.660254,-15.588457,0,C
24.248711,13.856406,19.052559,29.444864,-38.105118,13.856406,-24.248711,8.660254,-13.856406,-39.837169,8.660254,-8.660254,10.392305,F
20.78461,6.928203,13.856406,34.641016,-25.980762,24.248711,-25.980762,3.464102,-15.588457,-22.51666,-3.464102,-5.196152,22.51666,X
25.980762,10.392305,19.052559,38.105118,-39.837169,27.712813,-25.980762,6.928203,-13.856406,-29.444864,1.732051,-12.124356,25.980762,R
22.51666,17.320508,17.320508,38.105118,-46.765372,34.641016,-31.176915,12.124356,-17.320508,-39.837169,0,-10.392305,20.78461,I
19.052559,10.392305,25.980762,34.641016,-34.641016,22.51666,-20.78461,6.928203,-10.392305,-25.980762,-3.464102,-10.392305,25.980762,A
29.444864,10.392305,29.444864,36.373067,-48.497423,5.196152,-19.052559,13.856406,-10.392305,-65.817931,17.320508,-25.980762,5.196152,V
34.641016,10.392305,15.588457,32.908965,-45.033321,24.248711,-29.444864,10.392305,-20.78461,-41.569219,3.464102,-19.052559,19.052559,D
34.641016,19.052559,25.980762,27.712813,-45.033321,15.588457,-22.51666,12.124356,-20.78461,-41.569219,13.856406,-15.588457,22.51666,J
29.444864,15.588457,17.320508,34.641016,-36.373067,12.124356,-17.320508,6.928203,-6.928203,-32.908965,8.660254,-5.196152,17.320508,X
25.980762,20.78461,17.320508,41.569219,-46.765372,19.052559,-24.248711,12.124356,-10.392305,-36.373067,5.196152,-6.928203,17.320508,L
25.980762,20.78461,29.444864,43.30127,-46.765372,24.248711,-27.712813,8.660254,-13.856406,-38.105118,-6.928203,-8.660254,27.712813,L
22.51666,6.928203,20.78461,32.908965,-43.30127,29.444864,-25.980762,10.392305,-12.124356,-29.444864,-5.196152,-19.052559,31.176915,J
31.176915,20.78461,20.78461,43.30127,-50.229473,27.712813,-31.176915,10.392305,-20.78461,-45.033321,5.196152,-10.392305,15.588457,E
22.51666,-3.464102,34.641016,36.373067,-27.712813,1.732051,-19.052559,5.196152,-20.78461,-38.105118,3.464102,-27.712813,10.392305,M
22.51666,19.052559,17.320508,36.373067,-48.497423,17.320508,-22.51666,13.856406,-8.660254,-58.889727,24.248711,-13.856406,5.196152,T
45.033321,34.641016,32.908965,38.105118,-58.889727,15.588457,-24.248711,13.856406,-19.052559,-57.157677,10.392305,-10.392305,17.320508,G
31.176915,6.928203,27.712813,43.30127,-39.837169,5.196152,-22.51666,6.928203,-8.660254,-34.641016,3.464102,-13.856406,10.392305,G
45.033321,25.980762,25.980762,32.908965,-55.425626,31.176915,-36.373067,12.124356,-34.641016,-55.425626,6.928203,-17.320508,24.248711,P
46.765372,25.980762,25.980762,39.837169,-57.157677,17.320508,-27.712813,13.856406,-27.712813,-50.229473,13.856406,-17.320508,24.248711,A
10.392305,3.464102,13.856406,25.980762,-19.052559,13.856406,-13.856406,3.464102,-1.732051,-15.588457,3.464102,-1.732051,17.320508,I
55.425626,29.444864,39.837169,43.30127,-69.282032,17.320508,-25.980762,13.856406,-24.248711,-55.425626,12.124356,-19.052559,20.78461,B
27.712813,19.052559,29.444864,27.712813,-39.837169,17.320508,-25.980762,6.928203,-20.78461,-39.837169,3.464102,-10.392305,24.248711,P
29.444864,22.51666,27.712813,34.641016,-50.229473,17.320508,-29.444864,10.392305,-24.248711,-53.693575,5.196152,-15.588457,20.78461,X
34.641016,17.320508,20.78461,29.444864,-48.497423,24.248711,-31.176915,10.392305,-22.51666,-48.497423,6.928203,-17.320508,13.856406,P
43.30127,12.124356,31.176915,34.641016,-51.961524,12.124356,-27.712813,13.856406,-24.248711,-45.033321,6.928203,-25.980762,22.51666,O
29.444864,13.856406,19.052559,34.641016,-45.033321,31.176915,-34.641016,10.392305,-24.248711,-43.30127,5.196152,-13.856406,19.052559,F
36.373067,-5.196152,15.588457,29.444864,-29.444864,-3.464102,-17.320508,6.928203,-8.660254,-29.444864,6.928203,-22.51666,12.124356,D
25.980762,6.928203,22.51666,31.176915,-36.373067,27.712813,-29.444864,6.928203,-25.980762,-32.908965,1.732051,-19.052559,32.908965,N
25.980762,19.052559,19.052559,29.444864,-45.033321,15.588457,-24.248711,12.124356,-15.588457,-45.033321,12.124356,-10.392305,10.392305,F
20.78461,-6.928203,25.980762,32.908965,-19.052559,-8.660254,-15.588457,3.464102,-8.660254,-29.444864,6.928203,-17.320508,10.392305,U
34.641016,10.392305,32.908965,45.033321,-45.033321,5.196152,-32.908965,10.392305,-29.444864,-58.889727,3.464102,-22.51666,-1.732051,M
41.569219,8.660254,17.320508,31.176915,-50.229473,13.856406,-20.78461,10.392305,-13.856406,-41.569219,12.124356,-24.248711,17.320508,D
36.373067,6.928203,13.856406,29.444864,-43.30127,8.660254,-19.052559,10.392305,-12.124356,-39.837169,12.124356,-22.51666,17.320508,D
24.248711,1.732051,25.980762,31.176915,-24.248711,-5.196152,-22.51666,5.196152,-19.052559,-34.641016,3.464102,-15.588457,12.124356,U
32.908965,19.052559,24.248711,19.052559,-25.980762,1.732051,-19.052559,6.928203,-20.78461,-32.908965,10.392305,-1.732051,12.124356,S
15.588457,5.196152,25.980762,34.641016,-24.248711,20.78461,-20.78461,3.464102,-8.660254,-17.320508,-8.660254,-5.196152,24.248711,A
39.837169,25.980762,6.928203,34.641016,-48.497423,20.78461,-24.248711,12.124356,-12.124356,-41.569219,10.392305,-3.464102,15.588457,Z
39.837169,20.78461,39.837169,43.30127,-53.693575,8.660254,-27.712813,10.392305,-24.248711,-65.817931,8.660254,-22.51666,13.856406,H
27.712813,1.732051,25.980762,29.444864,-32.908965,-0,-20.78461,6.928203,-19.052559,-41.569219,8.660254,-24.248711,15.588457,N
45.033321,19.052559,17.320508,39.837169,-43.30127,3.464102,-17.320508,10.392305,-3.464102,-38.105118,10.392305,-5.196152,17.320508,S
20.78461,3.464102,29.444864,36.373067,-31.176915,13.856406,-24.248711,5.196152,-22.51666,-38.105118,-1.732051,-20.78461,12.124356,M
20.78461,6.928203,13.856406,25.980762,-20.78461,12.124356,-22.51666,3.464102,-13.856406,-25.980762,1.732051,-3.464102,13.856406,S
32.908965,6.928203,6.928203,29.444864,-43.30127,-1.732051,-10.392305,12.124356,0,-31.176915,15.588457,-20.78461,15.588457,L
41.569219,13.856406,29.444864,50.229473,-48.497423,-3.464102,-20.78461,10.392305,-10.392305,-45.033321,12.124356,-17.320508,8.660254,K
36.373067,6.928203,22.51666,34.641016,-43.30127,10.392305,-25.980762,10.392305,-17.320508,-46.765372,8.660254,-22.51666,10.392305,O
39.837169,29.444864,29.444864,41.569219,-60.621778,27.712813,-27.712813,13.856406,-22.51666,-57.157677,6.928203,-17.320508,24.248711,R
38.105118,-19.052559,31.176915,34.641016,-29.444864,-10.392305,-19.052559,6.928203,-10.392305,-29.444864,8.660254,-36.373067,17.320508,H
43.30127,17.320508,41.569219,48.497423,-62.353829,19.052559,-25.980762,10.392305,-20.78461,-51.961524,13.856406,-24.248711,17.320508,O
19.052559,-17.320508,34.641016,29.444864,-13.856406,-15.588457,-10.392305,0,-3.464102,-19.052559,3.464102,-24.248711,15.588457,N
25.980762,-20.78461,34.641016,31.176915,-17.320508,-17.320508,-12.124356,1.732051,-6.928203,-22.51666,5.196152,-31.176915,15.588457,N
22.51666,8.660254,19.052559,22.51666,-29.444864,12.124356,-25.980762,6.928203,-20.78461,-39.837169,8.660254,-12.124356,12.124356,T
43.30127,10.392305,27.712813,36.373067,-46.765372,5.196152,-27.712813,12.124356,-22.51666,-48.497423,6.928203,-24.248711,17.320508,O
38.105118,15.588457,17.320508,32.908965,-51.961524,34.641016,-31.176915,12.124356,-20.78461,-39.837169,6.928203,-15.588457,24.248711,P
38.105118,17.320508,20.78461,38.105118,-46.765372,19.052559,-29.444864,12.124356,-19.052559,-48.497423,5.196152,-13.856406,19.052559,S
39.837169,10.392305,22.51666,36.373067,-43.30127,3.464102,-27.712813,12.124356,-24.248711,-53.693575,8.660254,-22.51666,6.928203,U
45.033321,15.588457,32.908965,46.765372,-53.693575,6.928203,-27.712813,13.856406,-20.78461,-51.961524,8.660254,-22.51666,13.856406,G
22.51666,-3.464102,22.51666,34.641016,-25.980762,1.732051,-15.588457,5.196152,-6.928203,-32.908965,12.124356,-17.320508,13.856406,U
27.712813,15.588457,22.51666,41.569219,-46.765372,31.176915,-27.712813,8.660254,-13.856406,-36.373067,0,-10.392305,20.78461,E
29.444864,5.196152,32.908965,38.105118,-32.908965,1.732051,-13.856406,6.928203,-1.732051,-29.444864,12.124356,-10.392305,15.588457,Q
36.373067,17.320508,20.78461,38.105118,-48.497423,32.908965,-34.641016,10.392305,-24.248711,-43.30127,1.732051,-13.856406,25.980762,P
41.569219,29.444864,25.980762,38.105118,-57.157677,25.980762,-25.980762,12.124356,-20.78461,-53.693575,8.660254,-13.856406,19.052559,B
34.641016,5.196152,36.373067,43.30127,-43.30127,-8.660254,-19.052559,8.660254,-8.660254,-41.569219,10.392305,-24.248711,10.392305,K
32.908965,13.856406,22.51666,29.444864,-46.765372,17.320508,-32.908965,12.124356,-25.980762,-50.229473,10.392305,-19.052559,10.392305,F
29.444864,13.856406,24.248711,38.105118,-46.765372,27.712813,-25.980762,12.124356,-15.588457,-36.373067,0,-17.320508,29.444864,A
24.248711,8.660254,20.78461,34.641016,-32.908965,20.78461,-24.248711,5.196152,-12.124356,-27.712813,0,-6.928203,17.320508,B
32.908965,8.660254,34.641016,31.176915,-50.229473,17.320508,-24.248711,15.588457,-19.052559,-43.30127,22.51666,-24.248711,19.052559,P
32.908965,6.928203,19.052559,27.712813,-39.837169,13.856406,-24.248711,8.660254,-15.588457,-38.105118,8.660254,-17.320508,15.588457,P
31.176915,12.124356,27.712813,34.641016,-50.229473,8.660254,-25.980762,13.856406,-17.320508,-58.889727,15.588457,-24.248711,3.464102,V
46.765372,15.588457,31.176915,48.497423,-53.693575,6.928203,-31.176915,13.856406,-22.51666,-53.693575,5.196152,-22.51666,17.320508,G
22.51666,6.928203,25.980762,32.908965,-32.908965,15.588457,-27.712813,6.928203,-24.248711,-39.837169,5.196152,-17.320508,17.320508,N
32.908965,3.464102,36.373067,43.30127,-39.837169,-6.928203,-19.052559,6.928203,-8.660254,-36.373067,10.392305,-22.51666,13.856406,K
29.444864,13.856406,13.856406,34.641016,-41.569219,39.837169,-36.373067,8.660254,-24.248711,-38.105118,-1.732051,-10.392305,24.248711,F
15.588457,5.196152,17.320508,27.712813,-24.248711,20.78461,-29.444864,3.464102,-19.052559,-29.444864,-1.732051,-6.928203,13.856406,F
38.105118,8.660254,13.856406,27.712813,-46.765372,12.124356,-20.78461,12.124356,-13.856406,-46.765372,12.124356,-24.248711,15.588457,D
24.248711,10.392305,19.052559,27.712813,-34.641016,5.196152,-25.980762,8.660254,-15.588457,-45.033321,10.392305,-12.124356,-5.196152,F
25.980762,17.320508,22.51666,22.51666,-32.908965,12.124356,-24.248711,6.928203,-22.51666,-45.033321,3.464102,-10.392305,12.124356,Y
24.248711,6.928203,15.588457,22.51666,-25.980762,15.588457,-29.444864,6.928203,-24.248711,-38.105118,5.196152,-10.392305,12.124356,T
29.444864,13.856406,25.980762,34.641016,-46.765372,12.124356,-19.052559,12.124356,-10.392305,-34.641016,8.660254,-17.320508,19.052559,A
20.78461,8.660254,17.320508,31.176915,-32.908965,25.980762,-25.980762,6.928203,-13.856406,-24.248711,-5.196152,-8.660254,24.248711,J
27.712813,6.928203,17.320508,32.908965,-38.105118,19.052559,-24.248711,6.928203,-13.856406,-32.908965,1.732051,-15.588457,19.052559,D
34.641016,20.78461,27.712813,31.176915,-43.30127,6.928203,-22.51666,8.660254,-20.78461,-45.033321,6.928203,-13.856406,20.78461,D
20.78461,-17.320508,29.444864,31.176915,-13.856406,-12.124356,-15.588457,0,-6.928203,-31.176915,-3.464102,-22.51666,6.928203,U
22.51666,-1.732051,20.78461,27.712813,-24.248711,5.196152,-17.320508,3.464102,-10.392305,-25.980762,3.464102,-15.588457,20.78461,H
38.105118,24.248711,20.78461,29.444864,-43.30127,15.588457,-27.712813,12.124356,-27.712813,-55.425626,12.124356,-10.392305,12.124356,Y
19.052559,1.732051,22.51666,38.105118,-29.444864,20.78461,-31.176915,5.196152,-20.78461,-29.444864,-10.392305,-13.856406,15.588457,J
27.712813,3.464102,24.248711,34.641016,-29.444864,-1.732051,-15.588457,5.196152,-5.196152,-27.712813,5.196152,-12.124356,13.856406,G
15.588457,12.124356,15.588457,31.176915,-22.51666,19.052559,-22.51666,1.732051,-10.392305,-20.78461,-5.196152,3.464102,17.320508,Z
25.980762,10.392305,17.320508,36.373067,-41.569219,29.444864,-34.641016,10.392305,-24.248711,-39.837169,-3.464102,-15.588457,12.124356,J
22.51666,-17.320508,34.641016,31.176915,-17.320508,-8.660254,-15.588457,1.732051,-12.124356,-27.712813,0,-29.444864,8.660254,M
38.105118,5.196152,24.248711,36.373067,-46.765372,6.928203,-20.78461,10.392305,-12.124356,-43.30127,12.124356,-24.248711,12.124356,O
38.105118,-12.124356,31.176915,34.641016,-36.373067,-8.660254,-19.052559,6.928203,-10.392305,-41.569219,3.464102,-36.373067,12.124356,H
24.248711,17.320508,15.588457,31.176915,-38.105118,32.908965,-22.51666,6.928203,-8.660254,-27.712813,1.732051,-1.732051,25.980762,I
17.320508,1.732051,27.712813,34.641016,-27.712813,12.124356,-22.51666,3.464102,-19.052559,-32.908965,-1.732051,-17.320508,8.660254,M
25.980762,10.392305,27.712813,36.373067,-41.569219,12.124356,-20.78461,10.392305,-10.392305,-32.908965,8.660254,-17.320508,24.248711,A
45.033321,22.51666,25.980762,43.30127,-60.621778,31.176915,-34.641016,13.856406,-31.176915,-53.693575,8.660254,-20.78461,22.51666,H
19.052559,3.464102,24.248711,31.176915,-22.51666,5.196152,-15.588457,5.196152,-8.660254,-19.052559,0,-8.660254,17.320508,A
19.052559,0,20.78461,29.444864,-22.51666,6.928203,-13.856406,3.464102,-3.464102,-17.320508,5.196152,-8.660254,13.856406,R
24.248711,0,15.588457,25.980762,-24.248711,6.928203,-17.320508,3.464102,-8.660254,-24.248711,3.464102,-12.124356,15.588457,D
24.248711,6.928203,13.856406,22.51666,-25.980762,12.124356,-27.712813,6.928203,-22.51666,-38.105118,8.660254,-10.392305,12.124356,T
31.176915,13.856406,20.78461,39.837169,-39.837169,20.78461,-31.176915,8.660254,-24.248711,-43.30127,5.196152,-12.124356,15.588457,K
32.908965,22.51666,20.78461,27.712813,-43.30127,29.444864,-31.176915,8.660254,-24.248711,-41.569219,0,-8.660254,25.980762,P
19.052559,-5.196152,34.641016,39.837169,-20.78461,-8.660254,-15.588457,1.732051,-3.464102,-22.51666,1.732051,-13.856406,10.392305,K
31.176915,19.052559,29.444864,41.569219,-51.961524,25.980762,-25.980762,12.124356,-15.588457,-41.569219,1.732051,-15.588457,27.712813,A
17.320508,8.660254,17.320508,39.837169,-29.444864,12.124356,-20.78461,5.196152,-6.928203,-19.052559,-1.732051,-3.464102,19.052559,L
6.928203,0,19.052559,31.176915,-17.320508,10.392305,-13.856406,1.732051,0,-24.248711,15.588457,-3.464102,10.392305,T
39.837169,8.660254,22.51666,27.712813,-43.30127,12.124356,-27.712813,10.392305,-15.588457,-43.30127,15.588457,-19.052559,13.856406,P
34.641016,10.392305,41.569219,39.837169,-53.693575,-3.464102,-24.248711,13.856406,-24.248711,-65.817931,15.588457,-36.373067,12.124356,W
19.052559,6.928203,15.588457,32.908965,-34.641016,15.588457,-22.51666,10.392305,-8.660254,-43.30127,19.052559,-12.124356,3.464102,T
39.837169,19.052559,6.928203,31.176915,-43.30127,19.052559,-19.052559,10.392305,-6.928203,-36.373067,8.660254,-6.928203,19.052559,Z
32.908965,17.320508,27.712813,36.373067,-48.497423,6.928203,-20.78461,13.856406,-12.124356,-43.30127,13.856406,-19.052559,22.51666,A
27.712813,10.392305,31.176915,36.373067,-46.765372,3.464102,-22.51666,12.124356,-13.856406,-64.08588,12.124356,-24.248711,3.464102,V
32.908965,15.588457,12.124356,31.176915,-32.908965,19.052559,-29.444864,6.928203,-20.78461,-38.105118,3.464102,-3.464102,12.124356,Z
43.30127,17.320508,31.176915,36.373067,-46.765372,20.78461,-25.980762,15.588457,-15.588457,-39.837169,3.464102,-12.124356,22.51666,Z
36.373067,22.51666,24.248711,46.765372,-55.425626,34.641016,-31.176915,12.124356,-22.51666,-46.765372,3.464102,-13.856406,19.052559,K
41.569219,6.928203,22.51666,39.837169,-45.033321,1.732051,-20.78461,10.392305,-12.124356,-43.30127,10.392305,-24.248711,20.78461,O
27.712813,1.732051,24.248711,32.908965,-31.176915,6.928203,-20.78461,5.196152,-10.392305,-27.712813,1.732051,-15.588457,19.052559,O
45.033321,-6.928203,34.641016,34.641016,-50.229473,-15.588457,-15.588457,13.856406,-12.124356,-53.693575,17.320508,-48.497423,15.588457,N
43.30127,31.176915,24.248711,46.765372,-71.014083,45.033321,-31.176915,13.856406,-17.320508,-57.157677,3.464102,-15.588457,29.444864,Q
34.641016,-8.660254,31.176915,32.908965,-39.837169,-5.196152,-17.320508,8.660254,-8.660254,-39.837169,6.928203,-34.641016,15.588457,H
13.856406,1.732051,19.052559,34.641016,-24.248711,20.78461,-24.248711,3.464102,-10.392305,-17.320508,-6.928203,-6.928203,22.51666,J
46.765372,12.124356,38.105118,41.569219,-57.157677,13.856406,-24.248711,15.588457,-24.248711,-48.497423,10.392305,-27.712813,13.856406,Y
46.765372,25.980762,27.712813,46.765372,-64.08588,25.980762,-27.712813,13.856406,-20.78461,-60.621778,10.392305,-22.51666,12.124356,R
25.980762,6.928203,31.176915,38.105118,-34.641016,13.856406,-27.712813,5.196152,-31.176915,-43.30127,0,-24.248711,19.052559,M
41.569219,12.124356,19.052559,45.033321,-48.497423,-6.928203,-15.588457,13.856406,-3.464102,-48.497423,20.78461,-20.78461,12.124356,C
36.373067,10.392305,27.712813,36.373067,-39.837169,0,-27.712813,10.392305,-29.444864,-50.229473,8.660254,-22.51666,6.928203,U
20.78461,-5.196152,27.712813,25.980762,-17.320508,-3.464102,-17.320508,1.732051,-15.588457,-24.248711,3.464102,-17.320508,17.320508,N
41.569219,0,36.373067,48.497423,-45.033321,-3.464102,-20.78461,13.856406,-6.928203,-45.033321,12.124356,-27.712813,8.660254,K
46.765372,15.588457,20.78461,39.837169,-55.425626,17.320508,-22.51666,12.124356,-10.392305,-41.569219,13.856406,-17.320508,13.856406,H
13.856406,8.660254,17.320508,34.641016,-27.712813,10.392305,-15.588457,5.196152,-1.732051,-17.320508,0,-3.464102,20.78461,L
24.248711,15.588457,24.248711,32.908965,-41.569219,19.052559,-19.052559,10.392305,-12.124356,-32.908965,5.196152,-12.124356,20.78461,A
46.765372,20.78461,20.78461,31.176915,-57.157677,24.248711,-24.248711,13.856406,-22.51666,-43.30127,15.588457,-17.320508,17.320508,D
27.712813,19.052559,20.78461,36.373067,-41.569219,10.392305,-27.712813,10.392305,-22.51666,-50.229473,6.928203,-10.392305,3.464102,X
17.320508,15.588457,17.320508,34.641016,-41.569219,15.588457,-19.052559,10.392305,-5.196152,-50.229473,22.51666,-10.392305,6.928203,T
32.908965,10.392305,41.569219,43.30127,-45.033321,6.928203,-36.373067,8.660254,-38.105118,-71.014083,6.928203,-29.444864,-0,W
45.033321,24.248711,36.373067,39.837169,-58.889727,13.856406,-22.51666,12.124356,-22.51666,-51.961524,13.856406,-19.052559,15.588457,H
31.176915,17.320508,20.78461,41.569219,-45.033321,25.980762,-31.176915,10.392305,-22.51666,-45.033321,6.928203,-12.124356,17.320508,K
41.569219,3.464102,15.588457,31.176915,-41.569219,-3.464102,-17.320508,10.392305,-8.660254,-43.30127,12.124356,-25.980762,13.856406,D
45.033321,13.856406,25.980762,45.033321,-60.621778,13.856406,-24.248711,13.856406,-17.320508,-51.961524,13.856406,-27.712813,13.856406,L
31.176915,6.928203,27.712813,41.569219,-39.837169,6.928203,-22.51666,6.928203,-8.660254,-34.641016,3.464102,-13.856406,13.856406,G
13.856406,-1.732051,32.908965,31.176915,-20.78461,1.732051,-19.052559,3.464102,-8.660254,-29.444864,8.660254,-10.392305,10.392305,V
39.837169,19.052559,20.78461,36.373067,-53.693575,19.052559,-31.176915,13.856406,-25.980762,-55.425626,8.660254,-19.052559,8.660254,E
36.373067,13.856406,25.980762,45.033321,-51.961524,5.196152,-29.444864,13.856406,-19.052559,-57.157677,10.392305,-20.78461,-1.732051,C
38.105118,6.928203,27.712813,45.033321,-39.837169,-1.732051,-24.248711,8.660254,-13.856406,-38.105118,5.196152,-17.320508,20.78461,G
32.908965,0,22.51666,25.980762,-29.444864,13.856406,-25.980762,6.928203,-13.856406,-27.712813,12.124356,-13.856406,13.856406,P
