@relation adult-income-weka.filters.unsupervised.instance.Resample-S1-Z3.0-weka.filters.unsupervised.instance.RemovePercentage-P60.0-V

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' Self-emp-inc',' Without-pay'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' 7th-8th',' Doctorate',' Assoc-voc',' Prof-school',' 5th-6th',' 10th',' Preschool',' 12th',' 1st-4th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' Craft-repair',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' Mexico',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' Italy',' China',' South',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
36,' State-gov',170861,' HS-grad',9,' Separated',' Other-service',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
22,' Private',325179,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
44,' Private',167005,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,48,' United-States',' >50K'
20,' Federal-gov',147352,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
47,' Local-gov',128401,' Doctorate',16,' Never-married',' Prof-specialty',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Self-emp-inc',115705,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
30,' Private',185027,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Private',172538,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Local-gov',183486,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,50,' United-States',' >50K'
38,' Private',150057,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',346341,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Self-emp-inc',99309,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Self-emp-not-inc',241998,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,5,' United-States',' >50K'
17,' Private',375657,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
36,' Private',199439,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
29,' Private',357781,' 7th-8th',4,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',257485,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',138768,' Some-college',10,' Never-married',' Sales',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Self-emp-not-inc',84409,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
43,' Private',85995,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
22,' Private',216984,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,40,' United-States',' <=50K'
35,' Private',261293,' Masters',14,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
27,' Private',133937,' Masters',14,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
60,' Self-emp-inc',142494,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',25249,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
43,' Private',115806,' Masters',14,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,2547,40,' United-States',' >50K'
27,' Private',167031,' Bachelors',13,' Never-married',' Prof-specialty',' Unmarried',' Other',' Female',0,0,33,' United-States',' <=50K'
19,' Private',199495,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
55,' Private',194290,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',289390,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,47,' United-States',' <=50K'
27,' Private',249315,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
42,' Self-emp-not-inc',96524,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
36,' Private',107125,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
36,' Private',194630,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',103432,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
25,' State-gov',218184,' Bachelors',13,' Never-married',' Protective-serv',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
37,' Local-gov',265038,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
56,' Self-emp-inc',105582,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7688,0,50,' United-States',' >50K'
44,' Private',83237,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
24,' Private',228772,' 5th-6th',3,' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',0,0,40,' Mexico',' <=50K'
45,' Private',247869,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
24,' Private',403671,' Some-college',10,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',122971,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
43,' Private',260696,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
42,' Private',230684,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',5178,0,50,' United-States',' >50K'
39,' Private',191502,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',341672,' Bachelors',13,' Separated',' Tech-support',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' <=50K'
60,' Private',166330,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',99999,0,40,' United-States',' >50K'
36,' Local-gov',224947,' Bachelors',13,' Never-married',' Prof-specialty',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',374116,' HS-grad',9,' Never-married',' Sales',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
23,' Private',141323,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',365683,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' >50K'
33,' Self-emp-not-inc',62932,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',123053,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' Japan',' >50K'
33,' Private',79303,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
58,' Private',212534,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',29580,' 11th',7,' Married-civ-spouse',' Sales',' Husband',' White',' Male',4386,0,30,' United-States',' >50K'
37,' Local-gov',249392,' Assoc-voc',11,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
26,' Private',304283,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Self-emp-inc',155574,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7298,0,50,' United-States',' >50K'
28,' Private',407672,' Some-college',10,' Divorced',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
46,' Local-gov',202560,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,1408,40,' United-States',' <=50K'
44,' Private',176063,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
35,' Private',276153,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' Asian-Pac-Islander',' Female',4650,0,40,' United-States',' <=50K'
44,' Private',159911,' 7th-8th',4,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,55,' United-States',' <=50K'
58,' Private',190747,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',168211,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
51,' Local-gov',548361,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,26,' United-States',' <=50K'
36,' Private',221650,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Japan',' <=50K'
37,' Private',211154,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,52,' United-States',' <=50K'
31,' Private',87418,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',131899,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Private',96055,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
22,' Private',157332,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
43,' State-gov',28451,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,37,' United-States',' >50K'
40,' Private',326310,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,44,' United-States',' <=50K'
35,' Private',101709,' HS-grad',9,' Never-married',' Transport-moving',' Own-child',' Asian-Pac-Islander',' Male',0,0,60,' United-States',' <=50K'
62,' Private',257277,' HS-grad',9,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
39,' Private',315565,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,40,' Cuba',' <=50K'
27,' Private',335421,' Masters',14,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',115464,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
41,' Local-gov',107327,' Assoc-voc',11,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Self-emp-not-inc',198953,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Own-child',' Black',' Female',0,0,2,' United-States',' <=50K'
65,' Local-gov',153890,' 12th',8,' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',2009,0,44,' United-States',' <=50K'
22,' Private',56582,' HS-grad',9,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
32,' Private',194981,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Wife',' White',' Female',0,0,36,' United-States',' <=50K'
31,' Private',42900,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,37,' United-States',' <=50K'
37,' Private',140673,' Some-college',10,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
28,' Private',410450,' Bachelors',13,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,48,' England',' >50K'
39,' Private',165215,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,1902,18,' United-States',' >50K'
33,' Private',295649,' HS-grad',9,' Separated',' Other-service',' Unmarried',' White',' Female',0,0,40,' China',' <=50K'
58,' Local-gov',223214,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',146625,' 11th',7,' Widowed',' Other-service',' Unmarried',' Black',' Female',0,0,12,' United-States',' <=50K'
52,' Local-gov',187830,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' White',' Male',4934,0,36,' United-States',' >50K'
34,' Private',561334,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
30,' State-gov',242122,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
58,' Private',33350,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
27,' Private',106935,' Some-college',10,' Separated',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Self-emp-not-inc',216129,' Assoc-acdm',12,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
42,' Private',424855,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',3908,0,40,' United-States',' <=50K'
62,' Self-emp-not-inc',182998,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
44,' State-gov',180609,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Self-emp-inc',334273,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99999,0,65,' United-States',' >50K'
41,' Private',359696,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',15024,0,60,' United-States',' >50K'
55,' State-gov',181641,' Some-college',10,' Divorced',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,37,' United-States',' <=50K'
26,' Private',174921,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
56,' Private',99894,' 10th',6,' Married-civ-spouse',' Sales',' Wife',' Asian-Pac-Islander',' Female',0,0,30,' Japan',' >50K'
48,' Private',326048,' Assoc-acdm',12,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,44,' United-States',' <=50K'
26,' Private',51961,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Male',0,0,20,' United-States',' <=50K'
33,' Self-emp-not-inc',361497,' HS-grad',9,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',170562,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
44,' Private',33155,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
28,' Private',291374,' 12th',8,' Never-married',' Sales',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
22,' Private',388247,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',89991,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,11,' United-States',' <=50K'
48,' Private',176810,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Self-emp-inc',119253,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',15024,0,65,' United-States',' >50K'
20,' Private',194504,' Some-college',10,' Separated',' Sales',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
57,' Private',145189,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Self-emp-not-inc',76855,' Some-college',10,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',334291,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
54,' Self-emp-inc',96460,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7688,0,60,' United-States',' >50K'
17,' Private',238628,' 11th',7,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,5,' United-States',' <=50K'
34,' Self-emp-not-inc',56460,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Wife',' White',' Female',0,2179,12,' United-States',' <=50K'
28,' Private',53063,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
52,' State-gov',125796,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' Black',' Female',0,1848,40,' United-States',' >50K'
44,' Private',228057,' 7th-8th',4,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,40,' Dominican-Republic',' <=50K'
50,' Private',177896,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
56,' Private',119859,' Some-college',10,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
52,' Self-emp-not-inc',77336,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',268952,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
53,' Private',193720,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1977,40,' United-States',' >50K'
90,' Private',51744,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' Black',' Male',0,2206,40,' United-States',' <=50K'
20,' Private',39927,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,8,' United-States',' <=50K'
74,' Self-emp-inc',162340,' Some-college',10,' Widowed',' Exec-managerial',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',168660,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
68,' Private',351711,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',210217,' Bachelors',13,' Divorced',' Sales',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
70,' Private',30713,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
33,' Private',159888,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
42,' State-gov',404573,' Prof-school',15,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
36,' Self-emp-not-inc',340001,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',190423,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
34,' Federal-gov',223267,' Some-college',10,' Divorced',' Protective-serv',' Own-child',' White',' Male',0,0,72,' United-States',' <=50K'
29,' Private',184806,' Prof-school',15,' Never-married',' Prof-specialty',' Other-relative',' White',' Male',0,0,50,' United-States',' <=50K'
59,' Federal-gov',117299,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
30,' Private',113129,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,24,' United-States',' <=50K'
44,' Self-emp-not-inc',27242,' Some-college',10,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,60,' United-States',' <=50K'
45,' Private',170092,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
20,' Private',148409,' Some-college',10,' Never-married',' Sales',' Other-relative',' White',' Male',1055,0,20,' United-States',' <=50K'
34,' Private',269723,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',2977,0,50,' United-States',' <=50K'
51,' Local-gov',35211,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
33,' Private',130057,' Assoc-acdm',12,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
52,' Self-emp-not-inc',64045,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99999,0,45,' United-States',' >50K'
47,' Private',196707,' Prof-school',15,' Divorced',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',78530,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',220124,' HS-grad',9,' Separated',' Craft-repair',' Not-in-family',' White',' Male',0,0,37,' United-States',' <=50K'
33,' Private',205152,' Assoc-voc',11,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,55,' United-States',' >50K'
43,' Self-emp-inc',104892,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
35,' Private',267891,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,38,' United-States',' <=50K'
38,' Private',342448,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
29,' Private',167716,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,99,' United-States',' <=50K'
28,' Private',106951,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,42,' United-States',' <=50K'
23,' Private',242912,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',4650,0,40,' United-States',' <=50K'
28,' Private',47907,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
47,' Private',112791,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',91251,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' China',' <=50K'
28,' Private',81540,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
